Order Type,State,PinCode,Address,Franchise Id,Franchise Code,Active,Franchise Name,Order Id,Invoice Id,Order Amount,Received At,Invoiced At,Invoiced_Month,Status,Company,Brand,Brand Category,Product,Product Variant,Product MRP,Product SKU,HSN Code,Product Unit Type,Product Unit Quantity,Product Case Size,Order Case,Order Quantity,Rlp Value,Order Value,Order GST,Applied Gst Rate,XPand margin (%),XPand margin(value),Finalize margin (%),Landing Purchase Price,Scheme Type (Company Discount),Company Discount  (in %),Applied Without Gst Company Discount,Applied Gst Company Discount,Free Variant From Company,Free Quantity From Company,Scheme Type (Xpand Discount),Xpand Discount (in %),Applied Without Gst Xpand Discount,Applied Gst Xpand Discount,Free Variant From Xpand,Free Quantity From Xpand,Warehouse Consumption,Company Consumption,sale
Normal,Bihar,853204,"TETRI, TETRI, TETRIPAKRA, NAUGACHHIA, BHAGALPUR, Bhagalpur, Bihar",209,FEBR1012,active,BARUN GENERAL STORE,23D007C244-A,LMC21-22/BR00493,19669.03072,2022-01-21 08:22:42,2022-01-28 13:29:26,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,6,96,130,10001.20205,1800.216384,18,,,,12480,,,,,,,,,,,,,,,11801
Normal,Bihar,853204,"TETRI, TETRI, TETRIPAKRA, NAUGACHHIA, BHAGALPUR, Bhagalpur, Bihar",209,FEBR1012,active,BARUN GENERAL STORE,23D007C244-A,LMC21-22/BR00493,19669.03072,2022-01-21 08:22:42,2022-01-28 13:29:26,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,4,64,130,6667.468032,1200.144256,18,,,,8320,,,,,,,,,,,,,,,7868
Normal,Bihar,853204,"TETRI, TETRI, TETRIPAKRA, NAUGACHHIA, BHAGALPUR, Bhagalpur, Bihar",209,FEBR1012,active,BARUN GENERAL STORE,23D007C244-B,LMC21-22/BR00492,10874.70452,2022-01-21 08:22:42,2022-01-28 13:29:37,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,5,20,575.000001,9709.5576,1165.14692,12,,,,11500.00002,,,,,,,,,,,,,,,10875
Normal,Bihar,853204,"TETRI, TETRI, TETRIPAKRA, NAUGACHHIA, BHAGALPUR, Bhagalpur, Bihar",209,FEBR1012,active,BARUN GENERAL STORE,23D007C244-C,LMC21-22/BR00737,7270.641216,2022-01-21 08:22:42,2022-02-03 00:35:41,2,Delivered,United Biscuits Private Limited,MCVITIE'S,DIGESTIVE,"Digs Mini (216x29.25g) (CDU, Rs.5)","Digs Mini (216x32.5g) (CDU, Rs.5)",5,1000606,,,33,216,8,1728,4.46,6161.560704,1109.080512,18,,,,7706.88,,,,,,,,,,,,,,,7271
Normal,Bihar,486555,"Rajhat, Rajhat, Akbarpur, Nawada, Bihar",145,FEBR1001,inactive,Mohammadi Traders,2A630BF484-A,LMC21-22/BR00568,7867.612288,2022-01-21 08:34:48,2022-01-28 14:22:14,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,4,64,130,6667.468032,1200.144256,18,,,,8320,,,,,,,,,,,,,,,7868
Normal,East Uttar Pradesh,224190,"Bhabhan jyotiya jot avasthi, jot avasthi, tanda tahashil,ambedkar nagar",164,FNUP1014,inactive,Golden Enterprises,7FF798EADA-A,LMC21-22/UP00688,35404.2553,2022-01-21 08:40:35,2022-01-28 16:57:24,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,15,240,130,25003.00512,4500.54096,18,,,,31200,,,,,,,,,,,,,,,29504
Normal,East Uttar Pradesh,224190,"Bhabhan jyotiya jot avasthi, jot avasthi, tanda tahashil,ambedkar nagar",164,FNUP1014,inactive,Golden Enterprises,7FF798EADA-A,LMC21-22/UP00688,35404.2553,2022-01-21 08:40:35,2022-01-28 16:57:24,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,3,48,130,5000.601024,900.108192,18,,,,6240,,,,,,,,,,,,,,,5901
Normal,East Uttar Pradesh,224190,"Bhabhan jyotiya jot avasthi, jot avasthi, tanda tahashil,ambedkar nagar",164,FNUP1014,inactive,Golden Enterprises,7FF798EADA-B,LMC21-22/UP00687,11211.34747,2022-01-21 08:40:35,2022-01-28 16:57:40,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,GO CHOCO,GO CHOCO,GO CHOCO JAR (Biscuit),GO CHOCO WEELZ FUN BITES 12 X 22 X 36 G (WEELZ),220,321033,,,22,12,2,24,190,3654.28536,657.77136,18,,,,4560,,,,,,,,,,,,,,,4312
Normal,East Uttar Pradesh,224190,"Bhabhan jyotiya jot avasthi, jot avasthi, tanda tahashil,ambedkar nagar",164,FNUP1014,inactive,Golden Enterprises,7FF798EADA-B,LMC21-22/UP00687,11211.34747,2022-01-21 08:40:35,2022-01-28 16:57:40,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,GO CHOCO,GO CHOCO,GO CHOCO JAR,GO CHOCO ROLLZ JAR 12 X 35 PCS X 12GR,175,322947,,,35,12,4,48,152,5846.856576,1052.434176,18,,,,7296,,,,,,,,,,,,,,,6899
Normal,East Uttar Pradesh,224190,"Bhabhan jyotiya jot avasthi, jot avasthi, tanda tahashil,ambedkar nagar",164,FNUP1014,inactive,Golden Enterprises,7FF798EADA-D,LMC21-22/UP00685,7065.994229,2022-01-21 08:40:35,2022-01-28 16:58:41,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry XL Base (6),Paree Dry XL Base (6),30,8.908E+12,,,6,116,3,348,26.315789,8479.532256,0,,,,,7744.356545,percentage_discount,16.67,1413.538027,,,,,,,,,,,,7066
Normal,East Uttar Pradesh,224190,"Bhabhan jyotiya jot avasthi, jot avasthi, tanda tahashil,ambedkar nagar",164,FNUP1014,inactive,Golden Enterprises,7FF798EADA-E,LMC21-22/UP00684,3118.908288,2022-01-21 08:40:35,2022-01-28 16:58:06,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,2,480,8.77193,3480.92448,417.71088,12,,,,3430.799328,percentage_discount,20,696.184896,83.542176,,,,,,,,,,,3119
Normal,Bihar,847301,"Vill-Dhobopur Bansarapo-Kishanpur Baikunth,Baheri-Darbhanga",244,FEBR1035,active,Ashtha Enterprises,CBFBD2D04B-B,LMC21-22/BR00488,11801.41843,2022-01-21 08:41:48,2022-01-28 13:26:53,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,6,96,130,10001.20205,1800.216384,18,,,,12480,,,,,,,,,,,,,,,11801
Normal,Bihar,847301,"Vill-Dhobopur Bansarapo-Kishanpur Baikunth,Baheri-Darbhanga",244,FEBR1035,active,Ashtha Enterprises,CBFBD2D04B-C,LMC21-22/BR00597,8094.75973,2022-01-21 08:41:48,2022-01-28 14:43:01,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (6),Paree Dry Base (6),20,8.908E+12,,,6,140,2,280,17.54386,4548.4082,0,,,,,4154.061153,percentage_discount,16.67,758.2196469,,,,,,,,,,,,3790
Normal,Bihar,847301,"Vill-Dhobopur Bansarapo-Kishanpur Baikunth,Baheri-Darbhanga",244,FEBR1035,active,Ashtha Enterprises,CBFBD2D04B-C,LMC21-22/BR00597,8094.75973,2022-01-21 08:41:48,2022-01-28 14:43:01,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry XL Base (18),Paree Dry XL Base (18),80,8.908E+12,,,18,36,1,36,70.175439,2339.181288,0,,,,,2136.374283,percentage_discount,16.67,389.9415207,,,,,,,,,,,,1949
Normal,Bihar,847301,"Vill-Dhobopur Bansarapo-Kishanpur Baikunth,Baheri-Darbhanga",244,FEBR1035,active,Ashtha Enterprises,CBFBD2D04B-C,LMC21-22/BR00597,8094.75973,2022-01-21 08:41:48,2022-01-28 14:43:01,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry XL Base (6),Paree Dry XL Base (6),30,8.908E+12,,,6,116,1,116,26.315789,2826.510752,0,,,,,2581.452182,percentage_discount,16.67,471.1793424,,,,,,,,,,,,2355
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-A,LMC21-22/UP00847,19952.71873,2022-01-21 08:41:55,2022-01-28 18:39:10,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 12 JARX 240 X3.5G (CAPPUCINO),240,310240,,,240,12,4,48,200,8105.369808,972.6444,12,,,,9600,,,,,,,,,,,,,,,9078
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-A,LMC21-22/UP00847,19952.71873,2022-01-21 08:41:55,2022-01-28 18:39:10,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,5,20,575.000001,9709.5576,1165.14692,12,,,,11500.00002,,,,,,,,,,,,,,,10875
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-B,LMC21-22/UP00846,8421.052608,2022-01-21 08:41:55,2022-01-28 18:38:47,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (L 2),Super Cutes Base (L 1),12,8.908E+12,,,1,240,1,240,10.526316,2088.55488,250.62648,12,,,,2058.479568,percentage_discount,20,417.710976,50.125296,,,,,,,,,,,1871
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-B,LMC21-22/UP00846,8421.052608,2022-01-21 08:41:55,2022-01-28 18:38:47,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (M 2),Super Cutes Base (M 1),11,8.908E+12,,,1,240,2,480,9.649123,3829.01712,459.48192,12,,,,3773.879232,percentage_discount,20,765.803424,91.896384,,,,,,,,,,,3431
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-B,LMC21-22/UP00846,8421.052608,2022-01-21 08:41:55,2022-01-28 18:38:47,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,2,480,8.77193,3480.92448,417.71088,12,,,,3430.799328,percentage_discount,20,696.184896,83.542176,,,,,,,,,,,3119
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-C,LMC21-22/UP00845,6280.883798,2022-01-21 08:41:56,2022-01-28 18:38:14,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (20),Paree Dry Base (20),75,8.908E+12,,,20,40,1,40,65.789474,2436.6472,0,,,,,2225.389872,percentage_discount,16.67,406.1890882,,,,,,,,,,,,2030
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-C,LMC21-22/UP00845,6280.883798,2022-01-21 08:41:56,2022-01-28 18:38:14,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (6),Paree Dry Base (6),20,8.908E+12,,,6,140,1,140,17.54386,2274.2041,0,,,,,2077.030577,percentage_discount,16.67,379.1098235,,,,,,,,,,,,1895
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-C,LMC21-22/UP00845,6280.883798,2022-01-21 08:41:56,2022-01-28 18:38:14,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry XL Base (6),Paree Dry XL Base (6),30,8.908E+12,,,6,116,1,116,26.315789,2826.510752,0,,,,,2581.452182,percentage_discount,16.67,471.1793424,,,,,,,,,,,,2355
Normal,East Uttar Pradesh,221401,Deera Sant Ravidas Nagar,327,FNUP1069,inactive,Shukla Enterprises,9638F594A3-E,LMC21-22/UP00844,4528.302048,2022-01-21 08:41:56,2022-01-28 18:37:48,1,Delivered,N Ranga Rao and Sons Pvt Ltd,SANDALUM,Puja Products,AGARBATHI_SPBT,AGARBATHI (DF00002025),20,DF00002025,,,34,288,1,288,16.666667,4312.668672,215.633376,5,,,,4800.000096,,,,,,,,,,,,,,,4528
Normal,West Uttar Pradesh,245412,"H.No-58,Pattiraja ram/Moh.-chauhtthi(Syana)",16,FNUP011,inactive,V K ELECTRIC STORE SIYANA,391B682BC2-A,LMC21-22/UP00843,14346.97824,2022-01-21 08:44:39,2022-01-28 18:43:34,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (M 2),Super Cutes Base (M 1),11,8.908E+12,,,1,240,2,480,9.649123,3829.01712,459.48192,12,,,,3773.879232,percentage_discount,20,765.803424,91.896384,,,,,,,,,,,3431
Normal,West Uttar Pradesh,245412,"H.No-58,Pattiraja ram/Moh.-chauhtthi(Syana)",16,FNUP011,inactive,V K ELECTRIC STORE SIYANA,391B682BC2-A,LMC21-22/UP00843,14346.97824,2022-01-21 08:44:39,2022-01-28 18:43:34,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,7,1680,8.77193,12183.23568,1461.98808,12,,,,12007.79765,percentage_discount,20,2436.647136,292.397616,,,,,,,,,,,10916
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-A,LMC21-22/UP00749,7245.283248,2022-01-21 08:48:27,2022-01-28 17:56:57,1,Delivered,N Ranga Rao and Sons Pvt Ltd,SANDALUM,Puja Products,AGARBATHI_SPBT,AGARBATHI (DF00002025),20,DF00002025,,,34,288,1,288,16.666667,4312.668672,215.633376,5,,,,4800.000096,,,,,,,,,,,,,,,4528
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-A,LMC21-22/UP00749,7245.283248,2022-01-21 08:48:27,2022-01-28 17:56:57,1,Delivered,N Ranga Rao and Sons Pvt Ltd,SANDALUM,Puja Products,CONE_CSDT,CONE (DF00000070),10,DF00000070,,,10,360,1,360,8,2587.60116,129.38004,5,,,,2880,,,,,,,,,,,,,,,2717
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-B,LMC21-22/UP00747,2726.490456,2022-01-21 08:48:27,2022-01-28 17:58:45,1,Delivered,United Biscuits Private Limited,MCVITIE'S,DIGESTIVE,"Digs Mini (216x29.25g) (CDU, Rs.5)","Digs Mini (216x32.5g) (CDU, Rs.5)",5,1000606,,,33,216,3,648,4.46,2310.585264,415.905192,18,,,,2890.08,,,,,,,,,,,,,,,2726
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-C,LMC21-22/UP00746,11830.80279,2022-01-21 08:48:28,2022-01-28 17:58:16,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry Base (6),Paree Dry Base (6),20,8.908E+12,,,6,140,5,700,17.54386,11371.0205,0,,,,,10385.15288,percentage_discount,16.67,1895.549117,,,,,,,,,,,,9475
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-C,LMC21-22/UP00746,11830.80279,2022-01-21 08:48:28,2022-01-28 17:58:16,1,Delivered,Soothe Healthcare Pvt Ltd,PAREE,SANITARY PADS,Paree Dry XL Base (6),Paree Dry XL Base (6),30,8.908E+12,,,6,116,1,116,26.315789,2826.510752,0,,,,,2581.452182,percentage_discount,16.67,471.1793424,,,,,,,,,,,,2355
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-D,LMC21-22/UP00745,9512.670336,2022-01-21 08:48:28,2022-01-28 17:58:15,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,5,1200,8.77193,8702.3112,1044.2772,12,,,,8576.99832,percentage_discount,20,1740.46224,208.85544,,,,,,,,,,,7797
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-D,LMC21-22/UP00745,9512.670336,2022-01-21 08:48:28,2022-01-28 17:58:15,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (M 2),Super Cutes Base (M 1),11,8.908E+12,,,1,240,1,240,9.649123,1914.50856,229.74096,12,,,,1886.939616,percentage_discount,20,382.901712,45.948192,,,,,,,,,,,1715
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-E,LMC21-22/UP00744,8794.326264,2022-01-21 08:48:28,2022-01-28 17:56:40,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 12 JARX 240 X3.5G (CAPPUCINO),240,310240,,,240,12,1,12,200,2026.342452,243.1611,12,,,,2400,,,,,,,,,,,,,,,2270
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-E,LMC21-22/UP00744,8794.326264,2022-01-21 08:48:28,2022-01-28 17:56:40,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,3,12,575.000001,5825.73456,699.088152,12,,,,6900.000012,,,,,,,,,,,,,,,6525
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-F,LMC21-22/UP00743,8971.9632,2022-01-21 08:48:28,2022-01-28 17:56:25,1,Delivered,Desai Brothers Ltd,Pitaara,FMCG,Albela Aloo Bhujia,Albela Aloo Bhujia (Treat)-25/12,5,117,,,25,480,1,480,4,1602.13632,192.25632,12,,,,1920,,,,,,,,,,,,,,,1794
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-F,LMC21-22/UP00743,8971.9632,2022-01-21 08:48:28,2022-01-28 17:56:25,1,Delivered,Desai Brothers Ltd,Pitaara,FMCG,Bikaneri Bhujiya,Bikaneri Bhujia-25/12,5,239,,,25,480,1,480,4,1602.13632,192.25632,12,,,,1920,,,,,,,,,,,,,,,1794
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-F,LMC21-22/UP00743,8971.9632,2022-01-21 08:48:28,2022-01-28 17:56:25,1,Delivered,Desai Brothers Ltd,Pitaara,FMCG,Manchahi Moong Daal,Manchahi Moong Daal (Treat)-22/10.56,5,369,,,22,480,1,480,4,1602.13632,192.25632,12,,,,1920,,,,,,,,,,,,,,,1794
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-F,LMC21-22/UP00743,8971.9632,2022-01-21 08:48:28,2022-01-28 17:56:25,1,Delivered,Desai Brothers Ltd,Pitaara,FMCG,Khatha Meetha,Khatta Meetha-25/12,5,367,,,25,480,1,480,4,1602.13632,192.25632,12,,,,1920,,,,,,,,,,,,,,,1794
Normal,West Uttar Pradesh,204215,"Matkota Mohalla, Sikandra Rao",279,FNUP1066,inactive,KRISHNA ENTERPRISES,CE62DB7A7F-F,LMC21-22/UP00743,8971.9632,2022-01-21 08:48:28,2022-01-28 17:56:25,1,Delivered,Desai Brothers Ltd,Pitaara,FMCG,Laajawaab All In One,Laajawaab All In One-25/12,5,241,,,25,480,1,480,4,1602.13632,192.25632,12,,,,1920,,,,,,,,,,,,,,,1794
Normal,East Uttar Pradesh,221712,"STATE BANK BUILDING, BHAWANI GALI, RASRA, Ballia, Uttar Pradesh",103,FNUP071,inactive,RAJESH VERAYATI STORES,5AAB10B1E9-A,LMC21-22/UP00802,3933.806144,2022-01-21 08:50:16,2022-01-28 17:41:27,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHOCOLATE GB 16X30X23GR (CHOCOLATE),150,320698,,,30,16,2,32,130,3333.734016,600.072128,18,,,,4160,,,,,,,,,,,,,,,3934
Normal,East Uttar Pradesh,221712,"STATE BANK BUILDING, BHAWANI GALI, RASRA, Ballia, Uttar Pradesh",103,FNUP071,inactive,RAJESH VERAYATI STORES,5AAB10B1E9-C,LMC21-22/UP00804,2269.503552,2022-01-21 08:50:16,2022-01-28 15:09:40,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 12 JARX 240 X3.5G (CAPPUCINO),240,310240,,,240,12,1,12,200,2026.342452,243.1611,12,,,,2400,,,,,,,,,,,,,,,2270
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-A,LMC21-22/BR00484,4444.444456,2022-01-21 08:50:32,2022-01-28 13:25:33,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 12 JARX 240 X3.5G (CAPPUCINO),240,310240,,,240,12,1,12,200,2026.342452,243.1611,12,,,,2400,,,,,,,,,,,,,,,2270
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-A,LMC21-22/BR00484,4444.444456,2022-01-21 08:50:32,2022-01-28 13:25:33,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,1,4,575.000001,1941.91152,233.029384,12,,,,2300.000004,,,,,,,,,,,,,,,2175
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-B,LMC21-22/BR00483,9834.51536,2022-01-21 08:50:32,2022-01-28 12:26:20,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,MALKIST,MALKIST,MALKIST Singles,MALKIST CHEESE GB 16 X 30 X 23GR (CHEESE),150,321006,,,30,16,5,80,130,8334.33504,1500.18032,18,,,,10400,,,,,,,,,,,,,,,9835
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-D,LMC21-22/BR00654,9700.981488,2022-01-21 08:50:32,2022-02-03 00:30:26,2,Delivered,United Biscuits Private Limited,MCVITIE'S,DIGESTIVE,"Digs Mini (216x29.25g) (CDU, Rs.5)","Digs Mini (216x32.5g) (CDU, Rs.5)",5,1000606,,,33,216,4,864,4.46,3080.780352,554.540256,18,,,,3853.44,,,,,,,,,,,,,,,3635
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-D,LMC21-22/BR00654,9700.981488,2022-01-21 08:50:32,2022-02-03 00:30:26,2,Delivered,United Biscuits Private Limited,MCVITIE'S,CREAM,Dark Creams Orange (Rs.10),"Cream Orange (144x61.2g) (PS, Rs. 10)",10,1000497,,,61,144,5,720,8.93,5140.39032,925.27056,18,,,,6429.6,,,,,,,,,,,,,,,6066
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-E,LMC21-22/BR00629,11851.85184,2022-01-21 08:50:32,2022-01-28 18:53:19,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (S 2),Super Cutes Base (S 1),10,8.908E+12,,,1,240,4,960,8.77193,6961.84896,835.42176,12,,,,6861.598656,percentage_discount,20,1392.369792,167.084352,,,,,,,,,,,6238
Normal,Bihar,805130,Bhagwatpur( Shahpur More) Warsaliganj,317,FEBR1046,active,Ansh Raj General Store,18F7A57B1E-E,LMC21-22/BR00629,11851.85184,2022-01-21 08:50:32,2022-01-28 18:53:19,1,Delivered,Soothe Healthcare Pvt Ltd,SUPER CUTE'S,DIAPERS,Super Cutes Base (L 2),Super Cutes Base (L 1),12,8.908E+12,,,1,240,3,720,10.526316,6265.66464,751.87944,12,,,,6175.438704,percentage_discount,20,1253.132928,150.375888,,,,,,,,,,,5614
Normal,East Uttar Pradesh,209861,"GAYATRI NAGAR, BHATU FARM, SHUKLAGANJ GANGAGHAT, Unnao, Uttar Pradesh",119,FNUP079,active,Lucky Enterprises,B6930F9862-A,LMC21-22/UP00742,6524.822712,2022-01-21 08:51:29,2022-01-28 17:07:25,1,Delivered,MAYORA India Pvt Ltd Formerly INBISCO India,KOPIKO,KOPIKO,KOPIKO JAR,KOPIKO CAPPUCINO 4X650X3.5G (CAPPUCINO (310251)),650,310251,,,650,4,3,12,575.000001,5825.73456,699.088152,12,,,,6900.000012,,,,,,,,,,,,,,,6525
Normal,East Uttar Pradesh,209861,"GAYATRI NAGAR, BHATU FARM, SHUKLAGANJ GANGAGHAT, Unnao, Uttar Pradesh",119,FNUP079,active,Lucky Enterprises,B6930F9862-B,LMC21-22/UP00741,5256.906096,2022-01-21 08:51:29,2022-01-28 17:08:23,1,Delivered,United Biscuits Private Limited,MCVITIE'S,COOKIES,Cashew (144x60g),Cashew (144x60g),10,1000028,,,60,144,2,288,8.93,2056.156128,370.108224,18,,,,2571.84,,,,,,,,,,,,,,,2426
